TCGA-04-1514-01A-01R-1566-13	ov	/gscmnt/gc2521/dinglab/gcloud/combined/TCGA-04-1514-01A-01R-1566-13.bam	chr1
TCGA-09-1666-01A-01R-1566-13	ov	/gscmnt/gc2521/dinglab/gcloud/combined/TCGA-09-1666-01A-01R-1566-13.bam	chr1
TCGA-09-2045-01A-01R-1568-13	ov	/gscmnt/gc2521/dinglab/gcloud/combined/TCGA-09-2045-01A-01R-1568-13.bam	chr1
